Site_name,Site_location,Site_code,Replicate,Sieve_size_mm,Condition,Species_code,Species_name,Abundance
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,MPX26,Theora lubrica,1
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,MPX14,Channelaxinus adelaideanus,0
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,MPV3,Tawera gallinula,0
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,Gazameda gunnii,#N/A,0
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC25,3,1,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPX55,Corbula gibba,35
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPX15,Hiatella australis,1
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPV1,Placamen placidum,1
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MGN1,Nassarius nigellus,2
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPX26,Theora lubrica,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Dead,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPX55,Corbula gibba,22
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPX26,Theora lubrica,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,4,Live,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPX55,Corbula gibba,11
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPV4,Timoclea sp.4,1
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPX15,Hiatella australis,1
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPX26,Theora lubrica,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Dead,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPX55,Corbula gibba,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPX26,Theora lubrica,2
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2.8,Live,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPX55,Corbula gibba,16
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPV4,Timoclea sp.4,5
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MGN1,Nassarius nigellus,1
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPX26,Theora lubrica,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPX23,Fulvia tenuicostata,1
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Dead,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPX55,Corbula gibba,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPX26,Theora lubrica,4
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,2,Live,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPX55,Corbula gibba,16
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPV4,Timoclea sp.4,9
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPX15,Hiatella australis,1
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPX26,Theora lubrica,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPX27,Plectodon brazieri,1
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,MGR1,Retusa atkinsoni,1
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Dead,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPX55,Corbula gibba,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPX26,Theora lubrica,6
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1.4,Live,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPX55,Corbula gibba,8
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPV4,Timoclea sp.4,13
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPX15,Hiatella australis,3
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPX26,Theora lubrica,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPX27,Plectodon brazieri,2
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Dead,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPX55,Corbula gibba,2
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPX26,Theora lubrica,7
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,1,1,Live,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPX55,Corbula gibba,43
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPV4,Timoclea sp.4,4
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPX15,Hiatella australis,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPV1,Placamen placidum,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MGN1,Nassarius nigellus,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPX8,Pratulum thetidis,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPX26,Theora lubrica,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Dead,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPX55,Corbula gibba,21
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MGN1,Nassarius nigellus,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPX14,Channelaxinus adelaideanus,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPX26,Theora lubrica,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,4,Live,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPX55,Corbula gibba,31
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPV4,Timoclea sp.4,4
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPX15,Hiatella australis,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MGN1,Nassarius nigellus,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPX8,Pratulum thetidis,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPV3,Tawera gallinula,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPX26,Theora lubrica,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Dead,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPX55,Corbula gibba,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPX26,Theora lubrica,3
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2.8,Live,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPX55,Corbula gibba,35
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPV4,Timoclea sp.4,5
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPX15,Hiatella australis,5
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MGN1,Nassarius nigellus,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPX14,Channelaxinus adelaideanus,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPX26,Theora lubrica,3
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPX23,Fulvia tenuicostata,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Dead,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPX55,Corbula gibba,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPX26,Theora lubrica,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MPX9,Myadora albida,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,MGR1,Retusa atkinsoni,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,2,Live,Gazameda gunnii,#N/A,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPX55,Corbula gibba,49
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPV4,Timoclea sp.4,15
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPX15,Hiatella australis,7
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPV1,Placamen placidum,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MGN1,Nassarius nigellus,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPX14,Channelaxinus adelaideanus,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPX8,Pratulum thetidis,5
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPX26,Theora lubrica,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPX23,Fulvia tenuicostata,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPX27,Plectodon brazieri,6
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPX28,Neotrigonia margaritacea,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MPX9,Myadora albida,2
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,MGR1,Retusa atkinsoni,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Dead,Gazameda gunnii,#N/A,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPX55,Corbula gibba,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPV4,Timoclea sp.4,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPX15,Hiatella australis,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPV1,Placamen placidum,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MGN1,Nassarius nigellus,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPX14,Channelaxinus adelaideanus,1
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPX8,Pratulum thetidis,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPV3,Tawera gallinula,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPX26,Theora lubrica,11
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPX23,Fulvia tenuicostata,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPX27,Plectodon brazieri,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPX28,Neotrigonia margaritacea,0
Apollo_Bay,DEntrecasteaux,IPHC28,2,1.4,Live,MPX9,Myadora albida,0
